route_id,trip_id,trip_headsign,direction_id,shape_id,route_short_name,route_long_name,route_type,route_color,route_desc
100337,770847249,Vashon Island Water Taxi,0.0,21975002,975,Water Taxi: Vashon Island - Downtown Seattle,4,32CD32,Water Taxi: Vashon Island - Downtown Seattle
100337,770847259,Downtown Seattle Water Taxi,1.0,10975001,975,Water Taxi: Vashon Island - Downtown Seattle,4,32CD32,Water Taxi: Vashon Island - Downtown Seattle
100272,77084732,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100336,770847339,Downtown Seattle Water Taxi,1.0,40973001,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100336,770847349,Downtown Seattle Water Taxi,1.0,40973001,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100336,770847359,Downtown Seattle Water Taxi,1.0,40973001,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100336,770847369,Downtown Seattle Water Taxi,1.0,40973001,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100336,770847379,West Seattle Water Taxi,0.0,31973002,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100336,770847389,West Seattle Water Taxi,0.0,31973002,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100336,770847399,West Seattle Water Taxi,0.0,31973002,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100336,770847409,West Seattle Water Taxi,0.0,31973002,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100336,770847419,West Seattle Water Taxi,0.0,31973002,973,Water Taxi: West Seattle - Downtown Seattle,4,4298CC,Water Taxi: West Seattle - Downtown Seattle
100272,77084742,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084743,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084744,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084745,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084746,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
100272,77084747,Seacrest Marina,0.0,11773004,773,Seacrest Park - West Seattle Junction,3,,Seacrest Park - West Seattle Junction
